"Slashpile1"	"Slashpile10"	"Slashpile13"	"Slashpile14"	"Slashpile15"	"Slashpile16"	"Slashpile17"	"Slashpile18"	"Slashpile19"	"Slashpile2"	"Slashpile20"	"Slashpile22"	"Slashpile23"	"Slashpile24"	"Slashpile25"	"Slashpile26"	"Slashpile27"	"Slashpile28"	"Slashpile3"	"Slashpile4"	"Slashpile40"	"Slashpile5"	"Slashpile6"	"Slashpile7"	"Slashpile8"	"Slashpile9"
"Taxa_00584"	0.124940856396027	0.189606972874746	0.144269274146057	0.155321864979712	0.140952295720482	0.206333033513822	0.185827052584092	0.366527596114317	0.204027564131076	0.147511685152011	0.171255036733035	0.223923895708036	0.171255036733035	0.137555355675881	0.265485400040785	0.168470216396482	0.252705324594723	0.207476161560537	0.171255036733035	0.22073241805052	0.218578879548491	0.155321864979712	0.22602651362798	0.159824880514298	0.158338105124861	0.153791562980216
"Taxa_00625"	0.11106541457983	0.31151159478294	0.21650635094611	0.18362218074938	0.103396273983564	0.0573539334676404	0.0573539334676404	0.0405553552826906	0.107299384409869	0.416557003112546	0.134506896712243	0.198679853559757	0.143384833669101	0.131414370759462	0.0496699633899391	0.154430192030336	0.190221477563171	0.0286769667338202	0.232972779074023	0.336878081960319	0.326967727362873	0.167214013514985	0.162221421130763	0.137529901055045	0.302130592189606	0.0906845312637515
"Taxa_00633"	0.0905439926833374	0.227463938511162	0.22178658134847	0.191360110601225	0.133618447818318	0.172852358079284	0.165309957464155	0.133618447818318	0.168042538576876	0.306307054537898	0.15330214790292	0.170197018067324	0.161406642392489	0.136318083118215	0.145997801314625	0.185559967035913	0.276945576332164	0.0925342082954421	0.196526588392882	0.264495931942649	0.202462522594186	0.183585868679267	0.207352552603611	0.198830613035079	0.309266611726522	0.199288221495444
"Taxa_00648"	0.186899724048258	0.161330087895203	0.264316124552836	0.241286506216555	0.223606797749979	0	0.279431909024045	0	0.273235309296905	0.143345544770249	0.0641060764756032	0.145715053142525	0.163439067444486	0.201024771866826	0.138484952943563	0.260400113629165	0.337192274729102	0.177501688203432	0.188723179170351	0.135989524173487	0.157027176777064	0.185058302549401	0.177501688203432	0.173600075752777	0.169608735882534	0.244108666572677
"Taxa_00678"	0.0768662442024088	0.208745284488439	0.101684483187567	0.0543526425198644	0.0665681201727843	0.192165610506022	0.121536203431162	0.180267321602707	0.0719017876033781	0.215705362810134	0.411252365493594	0.199704360518353	0.241548426905704	0	0.364608610293487	0.169716071872108	0.0470707691850168	0.260666116372113	0.0901336608013536	0.293956859343503	0.316927643891053	0.127468245531611	0.256380902004909	0.0607681017155811	0.127468245531611	0.0271763212599322
"Taxa_00695"	0.0438213104454883	0.17112768785234	0.293144587874148	0.136831998009635	0.0876426208909767	0.0619726915529714	0	0.0438213104454883	0.0379503680729173	0.376965166080143	0.161009775677312	0	0.0536699252257705	0.100407236084305	0	0.21800826685405	0.100407236084305	0	0.13506634986931	0.254578808346542	0.549953081401204	0.127759976588362	0.120009601152154	0.264747454367998	0.34365519903434	0.078999990884617
"Taxa_00705"	0.130142964654713	0.207481792996015	0.127402805883824	0.10288704743892	0.0594018645349865	0.294623666991858	0.254805611767648	0.342270223857892	0.0594018645349865	0.112707113514802	0.189714341588546	0.170101053447384	0.157162560973122	0.195214446982069	0.34329961031405	0.233109749383389	0.0531306428361855	0.374749975459998	0.0920249728310687	0.237607458139946	0.150276151353069	0.127402805883824	0.159391928508556	0.161590541727303	0.157162560973122	0.0375690378382672
"Taxa_00728"	0.165683373915903	0.0723101526062187	0.062622429108515	0.0723101526062187	0.062622429108515	0.228664780190012	0.135279908318905	0.525182819086889	0.0808452083454443	0.0511309992564914	0.311017726414092	0.260717962958348	0.24521565805276	0	0.30249507099101	0.293725228409004	0.062622429108515	0.342997170285018	0.0808452083454443	0.0808452083454443	0.130358981479174	0.135279908318905	0.0885614885540095	0.108465228909328	0.0723101526062187	0.0361550763031094
"Taxa_00737"	0.127984438038444	0.156748284105519	0.145924711046557	0.127984438038444	0.0572363807032142	0.176414373343079	0.124743799689666	0.114472761406428	0.145924711046557	0.143090951758036	0.216062598991697	0.127984438038444	0.161888931703271	0.137248019428401	0.435899288836527	0.485666795109812	0.0639922190192221	0.30421553633418	0.114472761406428	0.156748284105519	0.301511344577764	0.0991363194193219	0.140199927446556	0.110837774630368	0.0991363194193219	0.0757166146430606
"Taxa_00743"	0.0746393370862076	0.0373196685431038	0.052777981396926	0.0834493157601406	0.052777981396926	0.105555962793852	0.489442864437461	0.23005388735327	0	0.0646395620382858	0.281757318679616	0.123775337857905	0.162672663785823	0	0.412209212100348	0.204408242996739	0	0.521140809889794	0	0.0646395620382858	0.134557978515481	0	0.0373196685431038	0	0.204408242996739	0.052777981396926
"Taxa_00747"	0.156537803785547	0.127812581576834	0.163822484113293	0.118331457027652	0.048308615039637	0.241543075198185	0.180754286307876	0.174179188572062	0.148897151507188	0.190191207602354	0.207783209885652	0.144925845118911	0.163822484113293	0.136637397137031	0.33118717893549	0.404178871408871	0.102478047852773	0.279606324349258	0.132298590895213	0.196230521928393	0.356634076672585	0.127812581576834	0.140842605201362	0.140842605201362	0.160221550228196	0
"Taxa_00785"	0.108323721701118	0.114183228400581	0.114183228400581	0.0807397350998229	0.0510642921188165	0.402080638224401	0.173167439752258	0.330934436169802	0.194447031294231	0.173167439752258	0.257862035213976	0.169361097143217	0.165467218084901	0.0510642921188165	0.361079072337059	0.236775381926226	0.0510642921188165	0.387214166775649	0.0510642921188165	0.187622189651287	0.114183228400581	0.102128584237633	0.148876715444574	0.130188910980824	0.139845323382545	0
"Taxa_00879"	0.201228620594782	0.175527374374852	0.207686790183924	0.106975053034953	0.0938233281301002	0.289182918865171	0.256945766185324	0.145350474933453	0.151285570837612	0.0784982282028449	0.357268589537931	0.178017248729078	0.265372446217138	0.135962919551464	0.129326532902866	0.293713475403841	0.135962919551464	0.10277830647413	0.154167459711195	0.271925839102927	0.194556194134385	0.194556194134385	0.23361820303378	0.173001668965327	0.122330653281973	0.111013258946721
"Taxa_00890"	0.260888534100544	0.232733073464119	0.227771941019212	0.206509948614408	0.15271616650083	0.0365061462619333	0.0624732212979543	0.0661730096496475	0.193172368668852	0.482536531306898	0.112095695841446	0.129804158126466	0.169552986218615	0.163551725956357	0.0377874513595122	0.091004233887416	0.182791303507009	0.0218165952144043	0.224615595263133	0.247404422191566	0.199952397952438	0.164711681810072	0.146999175965079	0.188685172286637	0.296416805221796	0.166722186532421
"Taxa_00908"	0.184828273495236	0.355378665453082	0.120385853085769	0.0788110406239101	0.143888615767239	0.0321744726043893	0.184828273495236	0	0.198336769460639	0.111455642515071	0.23643312187173	0.242911941205294	0.259398891052157	0.0557278212575353	0.045501575519329	0.0788110406239101	0.0851256530758749	0.0321744726043893	0.143888615767239	0.33591135575237	0.291352241049197	0.313597967627673	0.334366927545212	0.208514414057075	0.187607801998212	0.045501575519329
"Taxa_00931"	0.127807474364641	0.172512529501733	0.126044528212907	0.0846193747132584	0.0969436724708347	0.322568013091872	0.201804346845917	0.373669041062844	0.214698214567691	0.225871921362855	0.28224081768518	0.195038021779303	0.166573405696538	0.0909904231471513	0.273789775834549	0.203460771458501	0.0884970603661146	0.274198112789019	0.118731265672521	0.225376043879159	0.136280547249921	0.14732643834735	0.197885442787535	0.138721586911767	0.137912707789355	0.0652036073006111
"Taxa_00936"	0.105516673338224	0.216093901406593	0.159909232002435	0.181641060100735	0.382530426132096	0.0672823662084659	0.165424955756226	0.078214162008311	0.110427022250294	0.141363668551353	0.117408115473842	0.0730929373316266	0.0739251418026258	0.146464589643968	0.0545633714209053	0.0993453284778666	0.228656620106294	0.0534304444866634	0.222876054626642	0.1613058456983	0.132272150117	0.348908809374857	0.323306227596392	0.24987762094396	0.227852589649787	0.345325342495533
"Taxa_00937"	0.127892368735681	0.243933733015036	0.173709081212403	0.16960190274449	0.308737216614275	0.142494099975819	0.167930907286626	0.161946702184891	0.128990177444039	0.230255259417816	0.166243116638456	0.0888606836243715	0.125667983943331	0.14150109763425	0.113896282758351	0.126785054657883	0.202215590279431	0.104872817987421	0.213741149963729	0.212417662625722	0.183959092046388	0.298520510527946	0.278987776357714	0.233900688042794	0.227172720652063	0.27440136350068
"Taxa_00940"	0.225407467216825	0.16010608390576	0.15603738750426	0.171198941424941	0.190021179113215	0.193850706184242	0.191706010374788	0.152463538154997	0.188077177305755	0.158084825968201	0.221293846630251	0.266153954005262	0.213259473616298	0.174125631058154	0.208025314378494	0.177003935656189	0.183877945552785	0.210876611412267	0.27531679657896	0.199457183257356	0.158664955719483	0.22438613225182	0.221293846630251	0.161249713326184	0.179836178462956	0.170122207841546
