"Slashpile1"	"Slashpile10"	"Slashpile13"	"Slashpile14"	"Slashpile15"	"Slashpile16"	"Slashpile17"	"Slashpile18"	"Slashpile19"	"Slashpile2"	"Slashpile20"	"Slashpile22"	"Slashpile23"	"Slashpile24"	"Slashpile25"	"Slashpile26"	"Slashpile27"	"Slashpile28"	"Slashpile3"	"Slashpile4"	"Slashpile40"	"Slashpile5"	"Slashpile6"	"Slashpile7"	"Slashpile8"	"Slashpile9"
"Taxa_00235"	0.170584432715728	0.143892641693451	0.120621409138152	0.0409730554179865	0.0334543596589482	0.506256325652895	0.212902241175864	0.363407365448818	0.11827902287548	0.0946232183003839	0.288755894180837	0.187762127906544	0.155121484244094	0.10311326157099	0.24697385047889	0.280897115868806	0.0409730554179865	0.22935153469934	0.0885119159284886	0.160441472644625	0.113449253290571	0.127390406282258	0.178597407975095	0.147730452221978	0.10840451509046	0.023655804575096
"Taxa_00256"	0.16460132459708	0.135915070554891	0.113714706536836	0.0784706025717931	0.0248145833492733	0.271830141109781	0.245651842220259	0.275207042526454	0.137043015791903	0.17012021249548	0.200829560362191	0.262026020593338	0.206125410197443	0.127740886133406	0.20761369963435	0.536821515870478	0.0841503463342685	0.189795067079428	0.0961064680548112	0.177211570972946	0.11770590385769	0.0679575352774453	0.138161752850559	0.139271503632789	0.188982236504614	0.0392353012858965
"Taxa_00277"	0.121949021182881	0.222647432558465	0.112331191260346	0.0735380266935854	0.056165595630173	0.374370434425783	0.127371598521646	0.377964473009227	0.0424571995072154	0.182615320044394	0.248474389640755	0.130861877584563	0.155997712050335	0.0875277590680856	0.367690133467927	0.155997712050335	0.0600435473634843	0.303205051557144	0.180130642090453	0.237342960581011	0.0995709588433054	0.145535947560893	0.243898042365763	0.127371598521646	0.114319508297872	0.0735380266935854
"Taxa_00281"	0.207080672568375	0.202766018739427	0.147180996735913	0.109253556109384	0.107211253483779	0.186881901931869	0.273336136795267	0.325051856027596	0.25492496425523	0.148675258362513	0.117067015501717	0.235076224069769	0.147180996735913	0.175914938049115	0.278145939341311	0.117067015501717	0.084103426706236	0.287524265688756	0.13946975498387	0.18087125814998	0.145671408145846	0.242482008228994	0.1746538828078	0.144146011052025	0.277350098112615	0.0758098043578903
"Taxa_00290"	0.0928476690885259	0.173702083444913	0.046423834544263	0.0928476690885259	0.0804084401128346	0.314861764961201	0.0928476690885259	0.545356574273611	0	0.0656532164298613	0.227429413073671	0.0804084401128346	0.160816880225669	0	0.385625331833535	0.0804084401128346	0.0656532164298613	0.442855156518666	0.113714706536836	0.131306432859723	0.131306432859723	0.113714706536836	0.160816880225669	0.046423834544263	0.046423834544263	0.0656532164298613
"Taxa_00292"	0.15131135302387	0.324981535664559	0.163057927559593	0.0607681017155811	0.0607681017155811	0.376566153480135	0.190234248819525	0.192165610506022	0.0607681017155811	0.0815289637797966	0.286320311070936	0.171878147211685	0.199704360518353	0.163057927559593	0.156116079980124	0.295210412404981	0.0607681017155811	0.220781477612414	0.124537549284077	0.286320311070936	0.133136240345569	0.190234248819525	0.263484210340897	0.146348968836368	0.156116079980124	0.0607681017155811
"Taxa_00299"	0.102032553577715	0.202643033334324	0.191641413747847	0.124963846709294	0.0721479105365823	0.179968508266339	0.100605454573192	0.111512032927236	0.127256952595156	0.547088619147478	0.210345497826207	0.138152730631406	0.13710212427677	0.0721479105365823	0.164873718259814	0.350163144658866	0.0564006161031861	0.0915770194514631	0.0961972140487764	0.294542611370994	0.242886059585573	0.14824986333222	0.132816619752047	0.167484018556844	0.212397697621437	0.0636284762975778
"Taxa_00305"	0.168637983823123	0.2191499432362	0.173305576895751	0.136280070773666	0.154728151700371	0.0860225779861859	0.151410470530234	0.281979570599779	0.186609172252844	0.266912007472545	0.169923679566855	0.172045155972372	0.16820723475738	0.154258565938521	0.185439197256892	0.176622730951592	0.183472660261037	0.181084627961734	0.196457305825434	0.22502982326371	0.211741802273306	0.251518891451158	0.290345722237057	0.16820723475738	0.25722299279204	0.128046168400385
"Taxa_00306"	0.202463380393545	0.106955440059148	0.247003008437775	0.226886750851844	0.197698868755844	0	0.169111399366261	0.0617507521094438	0.319377373302639	0.15437688027361	0.0617507521094438	0.182661188072938	0.17736553198177	0.272683937973249	0.157434144992542	0.151257833901229	0.192816661661536	0.115525078884574	0.174657502239829	0.0873287511199145	0.216127632383053	0.202463380393545	0.111322751514533	0.256470135512722	0.403747932199045	0.171906818486456
"Taxa_00308"	0.139707357630696	0.284283876353156	0.176371893539592	0.119723173631345	0.228363845092988	0.250647225631937	0.107651748962057	0.312395148619111	0.149207523355636	0.225677118101603	0.148182029943479	0.0972322058801674	0.110448363999176	0.190503418086215	0.256063997795001	0.229030602263991	0.0837516187205021	0.173758832142381	0.154232746732607	0.198346319804666	0.212451670050743	0.206629968507307	0.186458298725933	0.214594094025457	0.272227771808507	0.125930510374265
"Taxa_00335"	0.180764235957318	0.086013218380248	0.135998839481521	0.263945217198331	0.193927541860318	0.124149386964256	0.0744896321785534	0	0.102376207161861	0.0702294987220624	0.043006609190124	0.0744896321785534	0.131387361331418	0.262774722662836	0	0.552987625925421	0.434345461897865	0	0.258039655140744	0.0608205299883528	0.0929048941596527	0.185809788319305	0.155062534618833	0.160915996956328	0.111042587446801	0.184143299155633
"Taxa_00357"	0.334012343798932	0.035845727794499	0.184905230142574	0.287349669222421	0.195479642169698	0.069716104276779	0.19704521217847	0.00747435092751936	0.563805901859911	0.0960097760385476	0.0149487018550387	0.0466773065816856	0.22472826545873	0.0832308494590556	0.00747435092751936	0.128593595677087	0.183388344548396	0.00747435092751936	0.212329458348769	0.0416154247295278	0.0647297778003155	0.117468645525367	0.194907226176051	0.28392697149032	0.0783916538711108	0.248346487097425
"Taxa_00363"	0.134655506158856	0.023992131870908	0.0432524308341262	0.0646007920996718	0.0599803296772699	0.666186808642448	0.0479842637418159	0	0.0339299982820818	0.0317386071763446	0.122923097025802	0.145938440766333	0.125815800963367	0.0415555913823051	0.0169649991410409	0.0432524308341262	0.0536480377884894	0.037934891317593	0.158693035881723	0.643441065862417	0.0169649991410409	0.0634772143526893	0.106623366277252	0.0359881978063619	0.0709696831574693	0.0415555913823051
"Taxa_00377"	0.08293117081146	0	0.0524502777577376	0.128476417373707	0.08293117081146	0.128476417373707	0	0	0	0	0.20980111103095	0.701736890150877	0.392501938421168	0.138770391143236	0	0.411325231012061	0.08293117081146	0	0.213054035418842	0.0524502777577376	0	0.0370879470776142	0.104900555515475	0.0524502777577376	0	0.0370879470776142
"Taxa_00387"	0.277443718401564	0.144678273544861	0.132497945660759	0.18189489511716	0.149272374297999	0.13993342682605	0.381899725589233	0.0687498081760261	0.144678273544861	0.142325624501007	0.0581041928917378	0.308554601215292	0.282269188303942	0.279866853652101	0.127299908529744	0.311819820200846	0.0900146285658095	0.142325624501007	0.172364890967048	0.149272374297999	0.214277675808199	0.116208385783476	0.132497945660759	0.239569724583898	0.132497945660759	0.124619610276077
"Taxa_00388"	0.214246678723994	0.0963826617516802	0.114519666862774	0.147844254190915	0.109644233425645	0.359112445668317	0.323910532071566	0.087465840326631	0.123695377634281	0.0963826617516802	0.0404888165089458	0.346725509928203	0.339559341570936	0.227843297698245	0.19276532350336	0.210386061995483	0.11210845646484	0.240673009013806	0.149680899197925	0.196971607618078	0.136305667426845	0.0935049164424369	0.119195848389212	0.191342681746451	0.134286212565721	0.182574185835055
"Taxa_00402"	0.125063051706406	0.0317660468994898	0	0.0317660468994898	0.0389053030245348	0.899882266096804	0	0	0.0317660468994898	0.0317660468994898	0.0317660468994898	0	0.0594288320150417	0.0224619871741191	0	0	0	0	0.100453060462118	0.34433574304074	0	0.0635320937989796	0.172533797271164	0.0317660468994898	0.0224619871741191	0
"Taxa_00406"	0.0898933149950989	0	0.0259499648053841	0	0.0259499648053841	0.984731927834662	0.0259499648053841	0	0.0366987921708787	0.0259499648053841	0	0.0259499648053841	0.0518999296107682	0.0259499648053841	0	0	0	0	0.0635641726163728	0.0518999296107682	0	0.0259499648053841	0.0259499648053841	0.0366987921708787	0.0518999296107682	0.0449466574975495
"Taxa_00467"	0.188918434980247	0.185795601134104	0.242721120761373	0.193275493882172	0.152539745359095	0.111453134371216	0.295410991349006	0.130776449942563	0.190105866124243	0.143101255429676	0.197536472570028	0.232492661521737	0.229079918922069	0.258698094469387	0.140402487030903	0.232589432664958	0.161287854461951	0.122053922871052	0.174425948584702	0.157903816845032	0.119067441700377	0.132994604014152	0.193391889854109	0.299045092009922	0.249036127407148	0.18323446279538
"Taxa_00473"	0.432131698534195	0	0.143454760439251	0.140773126592868	0.313565257532953	0.0676252226000574	0.314778280466837	0	0.148672991954105	0.0478182534797504	0.153714178853116	0.274694952762461	0.339251327800842	0.178919521355137	0.0478182534797504	0	0.0617330997905993	0.0276078815187116	0.386510341261963	0	0.0552157630374233	0.120339965585308	0.0390434404721515	0.160980229054196	0	0.314778280466837
"Taxa_00475"	0.147809279152605	0.123038541567936	0.103275114053997	0.0808521618747519	0.0524638104032669	0.231302343539699	0.176457095310627	0.358476044990837	0.134398520549229	0.349977266962201	0.168477461648239	0.194098373422563	0.148390064412141	0.114342223870459	0.406171215017964	0.168477461648239	0.0706315663579625	0.375583724825816	0.122337461550164	0.158480658263156	0.11877000225395	0.141263132715925	0.150118939025428	0.123038541567936	0.175968969630548	0.0775950220177846
"Taxa_00484"	0.155379941184974	0.164438673241314	0.20613478594322	0.200193050237995	0.21417646843906	0.0957826285221151	0.0851050987708364	0.107650381043776	0.131844252086715	0.426658719546139	0.0822193366206569	0.137227848396978	0.138976044331809	0.182530101762015	0.0728796524894441	0.236667675453449	0.241714462158977	0.0538251905218879	0.235645348101943	0.218638957468332	0.192821436123878	0.24957714117368	0.217531917658964	0.182530101762015	0.253417014989599	0.210767606775018
"Taxa_00486"	0.155812248066058	0.225537251963221	0.129472027018761	0.150144439128314	0.136004080183609	0.256702071976884	0.163063163760926	0.369345617235535	0.175030963404447	0.184672808617767	0.175030963404447	0.190830251718899	0.209596364086189	0.155812248066058	0.212336302130164	0.146243916923044	0.171696734931469	0.244003221811384	0.199710773529081	0.228085776380912	0.155812248066058	0.184672808617767	0.224252128955425	0.170005100229511	0.187776770679806	0.133862149782934
"Taxa_00487"	0.224184487431726	0.163118174348111	0.165368186489224	0.158522371299804	0.115341967216319	0.151367259677551	0.253577507098777	0.176187765191299	0.215785061819989	0.151367259677551	0.210584657571331	0.241637674433932	0.230683934432638	0.188352643739204	0.266370863284811	0.12458356352887	0.108745449565407	0.237005212612755	0.197919705698844	0.247679548824958	0.143856707879992	0.207045167546327	0.230683934432638	0.217490899130815	0.215785061819989	0.112092243715863
"Taxa_00489"	0.173552533625156	0.188126463489484	0.119612829226896	0.10976425998969	0.147774657494411	0.164646389984536	0.208984924803634	0.305570767541504	0.157636916965416	0.0950586375786717	0.254477967896198	0.240794368104496	0.2328451577119	0.145204467387879	0.301851714971648	0.131602724547913	0.113142409463813	0.263205449095825	0.190117275157343	0.240794368104496	0.139922525895626	0.203508384718179	0.25	0.188126463489484	0.186114357900909	0.10976425998969
"Taxa_00493"	0.259281489420866	0.157002738651202	0.163984012338158	0.153392997769474	0.133892385400916	0.177122977108019	0.25048971643406	0.198029508595335	0.28304071229759	0.307697694415248	0.157002738651202	0.244834592308841	0.248243126510975	0.145905844318048	0.193739551990816	0.129640744710433	0.147813191210387	0.158776837207489	0.202228481039188	0.224544356569536	0.12524485821703	0.169030850945703	0.177122977108019	0.172313309847789	0.231908414260979	0.111017701165124
"Taxa_00494"	0.173265734380163	0.195260566121471	0.204277288133833	0.199819792725083	0.174129907992281	0.108204416439515	0.112289029643705	0.0387433960245467	0.134211060744554	0.389751631727314	0.12004202206287	0.137525413169666	0.134211060744554	0.147020850872976	0.103959440628098	0.24747296823897	0.270649729157679	0.136429575680584	0.259320405967339	0.196792045002544	0.186612907013274	0.236302956733835	0.236937328228913	0.177544544962136	0.257578031885013	0.191378258813698
"Taxa_00495"	0.241684122261416	0.167443671655784	0.196939195512148	0.189687396553421	0.265632730783598	0.11641048865613	0.220449837471298	0.0748830864448977	0.212901627057518	0.129701310350135	0.14501047335685	0.201628880886337	0.166042444748154	0.225686905777124	0.0864675402334234	0.0648506551750675	0.168833269521135	0.122283568103149	0.275138028232084	0.155881574987427	0.149766172889795	0.265632730783598	0.258500347981472	0.254859316149199	0.248359100881474	0.237785735641914
"Taxa_00503"	0.164704764880886	0.206927883418766	0.154713186938819	0.0847399024299048	0.0798935461936961	0.137415351119896	0.167903214268525	0.266478213552013	0.197726439003111	0.350531511316075	0.225383833360837	0.173358563357458	0.190184680681588	0.112986536573206	0.270440932316727	0.160617160790575	0.0893237001263121	0.287598271826252	0.151236042084987	0.290359278546937	0.170262625676123	0.18665590141197	0.225973073146413	0.152984493721256	0.212006623742369	0.0515710623129397
"Taxa_00507"	0.105851224804993	0.0808452083454443	0.0432135815701443	0	0	0.95559681147775	0.0432135815701443	0.0966285059420747	0.0529256124024963	0.0529256124024963	0.0432135815701443	0.0529256124024963	0.0808452083454443	0.0432135815701443	0.0611132331352141	0.0432135815701443	0	0.0808452083454443	0.030556616567607	0.0966285059420747	0.0529256124024963	0.0611132331352141	0.0529256124024963	0.0432135815701443	0.0611132331352141	0
"Taxa_00509"	0.11576443303798	0.221672012609211	0.136039335127669	0.126309351709569	0.101047481367655	0.151571222051483	0.165653161775988	0.215837514815038	0.169461777969916	0.35456724659057	0.192388672753768	0.235627040269013	0.215837514815038	0.0714513592968904	0.255132384270421	0.385605715347942	0.11576443303798	0.21135597110566	0.0618786922860365	0.294601501475037	0.218774214632061	0.140652141428141	0.173186657624276	0.0714513592968904	0.171334340649785	0.0505237406838277
"Taxa_00521"	0.152400152400229	0.121814242506446	0.23417666339202	0.244948974278318	0.270005973649569	0	0	0	0	0.119136679436254	0	0.035921060405355	0.0567961834247065	0.256527681962207	0.035921060405355	0.172271353842822	0.236915664864239	0	0.298382737544443	0.07184212081071	0.119136679436254	0.124434203367651	0.286243749051342	0.432546846241593	0.379303266189385	0.256527681962207
"Taxa_00528"	0.1189797338499	0.252697124149731	0.204588299256524	0.180653610896993	0.164816734567274	0.148193132171666	0.14624399253496	0.135234057740772	0.16528035498962	0.327011508609142	0.14226562203146	0.16826275325807	0.182130080608302	0.174622938358807	0.124326244050224	0.271033357718729	0.220344869116539	0.0940108806594534	0.165627218655484	0.27841450110634	0.246333638989838	0.171304910789202	0.204588299256524	0.207927222751994	0.251102325467424	0.15100636761165
"Taxa_00530"	0.107091356583406	0.271602838454151	0.210636586105919	0.201799658925151	0.164522771217251	0.0727799356948822	0.148042595126587	0.117063895718638	0.15478250756362	0.340013091970932	0.136069536801478	0.154310848241852	0.160637034875108	0.167740410081942	0.128161260067076	0.262874352979458	0.231623678890568	0.091424510135698	0.148534160159798	0.277619527064931	0.232042907611682	0.178953882819319	0.239666402420973	0.18950498457234	0.272049774478779	0.161090172686073
"Taxa_00531"	0.0758098043578903	0.203419051086243	0.126854065851231	0.171202642583537	0.164351739427587	0.306068882638435	0.104496603915558	0.295561028958624	0.145823070246419	0.288675134594813	0.112444111277201	0.184141374973175	0.159019987177207	0.133476934164757	0.25930942773132	0.202001479452873	0.253708131702462	0.280598703104466	0.117444043902941	0.237322226267284	0.185695338177052	0.12456821978061	0.215758485668423	0.139786372315249	0.200573889271438	0.129099444873581
"Taxa_00536"	0.102639398035907	0.203295379547148	0.203295379547148	0.168413321924427	0.102639398035907	0.333198243830994	0.145154028736191	0.158497810444565	0.130452398218555	0.24653185972733	0.249797324652538	0.213027874238545	0.257780075376163	0.180041414288477	0.153299740289315	0.275998261803654	0.188829028342823	0.158497810444565	0.15063345445583	0.241550904668542	0.214921492582915	0.117372642106553	0.168413321924427	0.201292420557119	0.203295379547148	0.120775452334271
"Taxa_00546"	0.0931926151772403	0.165212848652281	0.0704469953676347	0.0704469953676347	0.0498135481386718	0.493128967573443	0.205386520562534	0.225540431746411	0.105670493051452	0.0610088876086563	0.179605302026775	0.179605302026775	0.149440644416015	0.0352234976838173	0.452454019982706	0.211340986102904	0	0.385854084713155	0.078762135226322	0.217132222355669	0.183026662825969	0.0704469953676347	0.116823125621175	0.0704469953676347	0.0610088876086563	0
"Taxa_00548"	0.210818510677892	0.122693779144911	0.136521034392291	0.0757282445662753	0.110391937786758	0.187417843410583	0.243922544848369	0.25958334412054	0.0757282445662753	0.193069898386782	0.224007168344082	0.165045882618064	0.125581086629303	0.20911145010809	0.189320611415688	0.0965349491933911	0.0463738895760168	0.207390338946085	0.200358102345843	0.378641222831377	0.107095910520333	0.220783875573516	0.279528532920784	0.167203436709034	0.319048765387582	0.141674572834414
"Taxa_00552"	0.158113883008419	0.180875784401108	0.209349374237964	0.179161283295523	0.158113883008419	0.0555555555555556	0.117851130197758	0.2330686329267	0.207869854820775	0.304290309725092	0.0724355822800294	0.146986183948033	0.0929622251704528	0.229061423645426	0.211549252940664	0.152145154862546	0.319625552525389	0.159086900703071	0.2330686329267	0.126686158344349	0.173026794471083	0.15112745009706	0.244696839394947	0.221526689304188	0.293972367896066	0.180020574955774
"Taxa_00570"	0.125814620180116	0.213127338030823	0.0694090679946784	0.0454389011431358	0.0262341618066702	0.17598410739733	0.128520620511906	0.29213126239179	0.0642603102559529	0.0870088714021973	0.234645476529773	0.174017742804395	0.209873294453362	0.0454389011431358	0.348035485608789	0.311513411659107	0.0524683236133404	0.499138969569475	0.125814620180116	0.262341618066702	0.192780930767859	0.143690421987538	0.174017742804395	0.0586613691324433	0.0908778022862715	0.0262341618066702
"Taxa_00581"	0.222660440324816	0.213396367233119	0.226746293791259	0.162608194439913	0.142120760927961	0.0813040972199563	0.214255108599022	0.17563692393356	0.282946565135535	0.10496313817044	0.0790133799572318	0.24986224629315	0.170329442511892	0.26415143833109	0.182808706401656	0.148440293549877	0.203711431713941	0.172472035447444	0.27836678076702	0.185797602712482	0.118132114492532	0.156860494824469	0.223483587088911	0.214255108599022	0.200989107599106	0.226746293791259
